Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17
2020-12-19,"Martin County, FL",FL,161000,404,7165,4173,4,190,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Indian River County, FL",FL,159923,375,5831,2982,7,151,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Sumter County, FL",FL,132420,366,4313,3692,7,109,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Nassau County, FL",FL,88625,351,3980,2911,2,64,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Columbia County, FL",FL,71686,321,5376,1891,5,108,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Walton County, FL",FL,74071,304,4390,820,1,41,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Putnam County, FL",FL,74521,289,3437,2676,1,63,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Highlands County, FL",FL,106221,261,4494,2719,8,188,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Hendry County, FL",FL,42022,235,2949,647,1,46,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Flagler County, FL",FL,115081,220,3215,1728,0,46,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Jackson County, FL",FL,46414,202,4306,1410,5,107,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Monroe County, FL",FL,74228,199,3969,2350,4,32,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Bradford County, FL",FL,28201,158,1691,945,0,22,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Suwannee County, FL",FL,44417,145,3641,1290,6,93,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"DeSoto County, FL",FL,38001,130,2707,1162,7,50,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Washington County, FL",FL,25473,122,1757,486,4,31,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Gadsden County, FL",FL,45660,120,3607,810,0,58,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Wakulla County, FL",FL,33739,119,1893,660,2,20,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Holmes County, FL",FL,19617,111,1416,384,2,19,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Levy County, FL",FL,41503,98,1656,1291,2,18,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Hardee County, FL",FL,26937,97,1948,709,0,20,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Baker County, FL",FL,29210,92,2256,579,2,36,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Okeechobee County, FL",FL,42168,84,2231,1370,4,49,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Calhoun County, FL",FL,14105,81,1058,522,3,26,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Taylor County, FL",FL,21569,66,1810,367,1,24,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Madison County, FL",FL,18493,63,1455,616,2,30,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Hamilton County, FL",FL,14428,61,1105,395,0,12,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Gulf County, FL",FL,13639,57,1186,219,1,25,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Gilchrist County, FL",FL,18582,53,901,458,0,20,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Union County, FL",FL,15237,50,1343,302,4,65,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Jefferson County, FL",FL,14246,46,872,273,2,14,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Dixie County, FL",FL,16826,36,1032,339,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Liberty County, FL",FL,8354,24,666,166,0,14,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Lafayette County, FL",FL,8422,21,1402,263,0,20,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Glades County, FL",FL,13811,21,734,57,0,11,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Franklin County, FL",FL,12125,11,854,115,0,4,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-19,"Unallocated, FL",FL,NA,-151,2937,32062,0,0,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Miami-Dade County, FL",FL,2716940,16636,272098,157905,85,4050,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Broward County, FL",FL,1952778,6973,126402,75554,38,1768,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Orange County, FL",FL,1393452,5086,68367,30645,34,713,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Hillsborough County, FL",FL,1471968,4531,69530,31641,38,1023,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Duval County, FL",FL,957755,4188,53885,26568,14,692,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Palm Beach County, FL",FL,1496770,3896,76143,37739,50,1816,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Pinellas County, FL",FL,974996,2912,40299,25231,51,996,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Lee County, FL",FL,770577,2343,36520,11423,19,632,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Polk County, FL",FL,724777,2175,33142,16087,24,746,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Pasco County, FL",FL,553947,1713,19291,12655,26,338,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Osceola County, FL",FL,375751,1595,22863,8194,2,270,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Escambia County, FL",FL,318316,1411,20027,5713,9,341,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Volusia County, FL",FL,553284,1375,19794,8366,13,402,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Manatee County, FL",FL,403253,1338,20058,9882,5,401,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Brevard County, FL",FL,601942,1272,18903,9487,22,499,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Lake County, FL",FL,367118,1205,13341,7402,15,285,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Marion County, FL",FL,365579,1080,15824,7991,10,431,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Seminole County, FL",FL,471826,1066,16241,7725,6,302,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Sarasota County, FL",FL,433742,1030,16689,9131,39,466,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"St. Johns County, FL",FL,264672,957,11172,6642,3,108,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Leon County, FL",FL,293582,938,17685,6246,9,167,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Collier County, FL",FL,384902,916,20770,8301,7,315,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Santa Rosa County, FL",FL,184313,841,9602,1693,5,115,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Bay County, FL",FL,174705,822,10487,1571,10,190,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"St. Lucie County, FL",FL,328297,789,12778,6088,4,381,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Clay County, FL",FL,219252,753,9810,4691,5,171,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Alachua County, FL",FL,269043,745,14716,10374,8,114,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Okaloosa County, FL",FL,210738,733,11380,2563,18,203,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Hernando County, FL",FL,193920,582,6477,4363,10,254,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Citrus County, FL",FL,149657,473,5942,3444,14,218,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Charlotte County, FL",FL,188910,471,6475,3626,4,213,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Martin County, FL",FL,161000,416,7224,3574,5,191,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Indian River County, FL",FL,159923,385,5889,2603,5,152,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Sumter County, FL",FL,132420,370,4357,3304,12,114,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Nassau County, FL",FL,88625,347,4031,2639,2,64,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Columbia County, FL",FL,71686,327,5435,1960,7,111,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Putnam County, FL",FL,74521,298,3495,2205,1,63,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Highlands County, FL",FL,106221,292,4553,2343,8,189,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Walton County, FL",FL,74071,278,4420,731,2,42,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Hendry County, FL",FL,42022,234,2985,597,1,46,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Flagler County, FL",FL,115081,223,3247,1552,0,46,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Jackson County, FL",FL,46414,211,4340,1249,5,107,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Monroe County, FL",FL,74228,199,3996,2091,4,32,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Bradford County, FL",FL,28201,168,1723,908,0,22,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Suwannee County, FL",FL,44417,148,3669,1135,6,93,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Gadsden County, FL",FL,45660,137,3638,781,0,58,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Washington County, FL",FL,25473,129,1773,510,2,31,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"DeSoto County, FL",FL,38001,126,2719,1079,5,50,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Holmes County, FL",FL,19617,125,1439,356,2,19,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Wakulla County, FL",FL,33739,117,1904,636,3,21,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Levy County, FL",FL,41503,102,1674,1137,2,18,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Baker County, FL",FL,29210,100,2279,551,2,36,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Hardee County, FL",FL,26937,98,1961,665,0,20,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Calhoun County, FL",FL,14105,78,1061,535,3,26,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Okeechobee County, FL",FL,42168,74,2240,1228,2,49,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Taylor County, FL",FL,21569,71,1819,341,2,25,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Hamilton County, FL",FL,14428,70,1121,344,0,12,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Gulf County, FL",FL,13639,63,1200,217,1,25,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Madison County, FL",FL,18493,62,1463,487,3,32,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Union County, FL",FL,15237,57,1359,309,4,65,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Gilchrist County, FL",FL,18582,55,911,525,0,20,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Jefferson County, FL",FL,14246,42,875,292,2,14,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Dixie County, FL",FL,16826,36,1035,335,0,11,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Liberty County, FL",FL,8354,27,672,159,0,14,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Glades County, FL",FL,13811,22,739,67,0,11,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Lafayette County, FL",FL,8422,19,1402,226,0,20,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Franklin County, FL",FL,12125,9,857,104,0,4,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-20,"Unallocated, FL",FL,NA,-172,2949,28921,0,0,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Miami-Dade County, FL",FL,2716940,16260,274117,158890,85,4066,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Broward County, FL",FL,1952778,7074,127240,75018,35,1776,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Orange County, FL",FL,1393452,5044,68858,29149,36,715,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Hillsborough County, FL",FL,1471968,4525,70027,30654,40,1026,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Duval County, FL",FL,957755,4129,54359,25737,13,696,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Palm Beach County, FL",FL,1496770,3894,76602,35972,51,1819,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Pinellas County, FL",FL,974996,2807,40560,23556,46,997,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Lee County, FL",FL,770577,2317,36795,11019,26,639,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Polk County, FL",FL,724777,2211,33384,15422,24,747,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Pasco County, FL",FL,553947,1686,19496,11456,21,339,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Osceola County, FL",FL,375751,1608,23024,7695,3,271,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Escambia County, FL",FL,318316,1401,20162,5508,11,343,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Volusia County, FL",FL,553284,1376,19961,8195,14,404,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Manatee County, FL",FL,403253,1359,20171,9380,8,404,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Brevard County, FL",FL,601942,1292,19022,8748,24,501,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Lake County, FL",FL,367118,1201,13492,7419,14,285,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Seminole County, FL",FL,471826,1061,16358,7498,5,302,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Marion County, FL",FL,365579,1060,15909,7981,10,432,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Sarasota County, FL",FL,433742,1024,16817,8337,39,467,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"St. Johns County, FL",FL,264672,969,11300,6665,3,108,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Leon County, FL",FL,293582,915,17774,5932,12,171,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Collier County, FL",FL,384902,890,20825,7436,9,317,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Bay County, FL",FL,174705,869,10660,1439,6,190,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Santa Rosa County, FL",FL,184313,845,9697,1621,5,117,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"St. Lucie County, FL",FL,328297,833,12894,5874,3,381,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Clay County, FL",FL,219252,734,9874,4692,5,171,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Alachua County, FL",FL,269043,729,14768,11343,9,115,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Okaloosa County, FL",FL,210738,728,11456,2550,26,211,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Hernando County, FL",FL,193920,536,6512,4090,10,254,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Charlotte County, FL",FL,188910,465,6531,3289,8,217,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Citrus County, FL",FL,149657,453,5985,3097,4,220,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Martin County, FL",FL,161000,429,7265,3601,5,191,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Indian River County, FL",FL,159923,410,5939,2500,5,152,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Sumter County, FL",FL,132420,364,4379,3288,13,115,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Nassau County, FL",FL,88625,360,4077,2653,2,64,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Columbia County, FL",FL,71686,325,5457,1801,8,112,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Putnam County, FL",FL,74521,300,3536,2512,2,64,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Highlands County, FL",FL,106221,280,4569,2077,9,191,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Walton County, FL",FL,74071,261,4438,699,2,42,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Hendry County, FL",FL,42022,242,3010,651,0,46,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Flagler County, FL",FL,115081,224,3273,1615,0,46,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Jackson County, FL",FL,46414,220,4355,1025,7,110,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Monroe County, FL",FL,74228,189,4010,2001,5,33,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Bradford County, FL",FL,28201,160,1729,1013,0,22,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Suwannee County, FL",FL,44417,145,3680,1084,3,93,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Gadsden County, FL",FL,45660,140,3656,733,1,59,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Holmes County, FL",FL,19617,132,1447,441,3,20,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"DeSoto County, FL",FL,38001,123,2725,996,5,51,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Washington County, FL",FL,25473,118,1778,398,2,31,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Wakulla County, FL",FL,33739,115,1911,562,3,21,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Baker County, FL",FL,29210,103,2295,577,2,36,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Levy County, FL",FL,41503,96,1677,1111,2,18,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Hardee County, FL",FL,26937,87,1967,619,0,20,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Okeechobee County, FL",FL,42168,81,2252,917,3,50,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Calhoun County, FL",FL,14105,78,1062,441,3,26,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Hamilton County, FL",FL,14428,71,1126,321,0,12,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Taylor County, FL",FL,21569,65,1822,275,2,25,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Gulf County, FL",FL,13639,63,1206,210,2,26,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Union County, FL",FL,15237,60,1365,302,4,65,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Madison County, FL",FL,18493,57,1465,403,2,32,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Gilchrist County, FL",FL,18582,55,914,524,0,20,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Jefferson County, FL",FL,14246,49,885,313,2,14,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-21,"Dixie County, FL",FL,16826,39,1038,356,0,11,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
